,Yano,Virti rūkyti viščiukų sparneliai,,~ 1 kg,55.00,,25037800
,PIENO PRODUKTAI,,,,,,
,,VARŠKĖ/ VARŠKYTĖ,,kg,,,EAN code
,Pieno žvaigždės,"Varškė DVARO, 9%",,250g,16.00,,4770265046681
,Pieno žvaigždės,Varškė DVARO liesa 0.5%,,250g,16.00,,4770265046698
,Pieno žvaigždės,Varškė DVARO 15%,,250g,20.00,,4770265046674
,Pieno žvaigždės,Varškė SVALIA liesa,,250g,16.00,,4770265046667
,Pieno žvaigždės,Varškė SVALIA 15%,,250g,20.00,,4770265046643
,Pieno žvaigždės,Varškė SVALIA 9%,,250g,16.00,,
,Pieno žvaigždės,"Varškė 9% „Lankų“, fiks.",,0.2,13.00,,4770299046541
,Pieno žvaigždės,"Varškė ""Žemaitijos liekna"" sveriama",,~300g.,65/kg ,,4770299043168
,Pieno žvaigždės,"Varškė 9% ""Žemaitijos Soti"" sveriama",,~300g.,65/kg ,,4770299043243
,Svalia,Зернистый творог с черникой (Varškės su mėlynėmis),,150g,10.00,,4770237043359
,Svalia,Зернистый творог с малиной (Varškės su avietėmis),,150g,10.00,,4770237043557
,Pieno žvaigždės,Varškytė MIAU su braškėmis ir žemuogėmis,,100g,7.00,,4770237050562
,Pieno žvaigždės,Varškytė MIAU su vanile,,100g,7.00,,4770237050548
,,KOŠĖ,,kg,,,EAN code
,Pieno žvaigždės,Ryžių košė RYTAS su abrikosais,,200g,13.00,,
,Pieno žvaigždės,Ryž.košė RYTAS su vyšniomis,,200g,13.00,,
,,BATONĖLIS,,kg,,,EAN code
,,"Baton.DANCING COW,bršk.,30g",,,7.00,,
,,"Baton.DANCING COW,šokol.,30g",,,7.00,,
,,"Baton.DANCING COW Wave,28g",,,7.00,,
,,JOGURTAI,,kg,,,EAN code
,Pieno žvaigždės,Jogurtas “JO” su žemuogėmis ir apelsinais,,900g,17.00,,4770265047428
,Pieno žvaigždės,Jogurtas “JO” su avietėmis ir melionais,,900g,17.00,,4770265047442
,Pieno žvaigždės,Jogurtas “JO” su braškėmis,,900g,17.00,,4770265000454
,Pieno žvaigždės,"Jogurtas ""Smilga"" gardi braškė ir mėlynės ",,450g,12.00,,4770265050039
,Žemaitijos pienas,"Jogurtas ""Magija"" su persikais",,2x125g,13.00,,4770299394734
,Žemaitijos pienas,"Jogurtas ""Magija"" su braškėmis",,2x125g,13.00,,4770299394710
,Žemaitijos pienas,"Ekologiškas jogurtukas ""Dobilas"" obuoliai ir grūdai",,125g,8.00,,4770299392204
,Žemaitijos pienas,"Ekologiškas jogurtukas ""Dobilas"" citrina ir imbieras",,125g,8.00,,4770299044424
,,SŪRIS,,kg,,,EAN code
,Žemaitijos pienas,Kietasis sūris DŽIUGAS MILD “12”,,100g,18.00,,4770299046152
,Žemaitijos pienas,Kietasis sūris DŽIUGAS PIQUANT “18”,,100g,23.00,,4770299390576
,Žemaitijos pienas,Kietasis sūris DŽIUGAS DELICATE “24”,,100g,25.00,,4770299392952
,Žemaitijos pienas,Kietasis sūris DŽIUGAS MILD “12”,,180g,32.00,,4770299047890
,Žemaitijos pienas,Kietasis sūris DŽIUGAS PIQUANT “18”,,180g,38.00,,4770299047883
,Žemaitijos pienas,Kietasis sūris DŽIUGAS DELICATE “24”,,180g,42.00,,4770299392990
,Žemaitijos pienas,Kietasis sūris DŽIUGAS GOURMET “36”,,180g,42.00,,4770299047876
,Žemaitijos pienas,Tarkuotas kietas sūris DŽIUGAS ,,100g,18.00,,4770299046152
,Žemaitijos pienas,"Rūkytas sūris MEDŽIOTOJŲ,42%",,250g,110.00,,2554836002502
,Žemaitijos pienas,"Rūkytas fasuotas sūris MEDŽIOTOJŲ,42%",,200g,110.00,,2333550901984
,Žemaitijos pienas,"Pikantiški Jončedaro sūrio gabaliukai IŠKYLAUTOJŲ, 50%",,180g,29.00,,4770299390231
,Žemaitijos pienas,"Rūkytas lydytas sūris VISIEMS, 40%",,330g,30.00,,4770471046420
,Žemaitijos pienas,"Lydytas sūris su kumpiu, 45%",,170g,23.00,,4770299047135
,Žemaitijos pienas,"Lydytas sūris, 45%",,170g,23.00,,4770299043175
,Pieno žvaigždės,"Lydytas sūris SVALIA, 45%",,150g,16.00,,4770265048555
,Žemaitijos pienas,Rūkytas lydytas sūrių gaminys su kmynais 45%,,250g,22.00,,4770299392747
,Žemaitijos pienas,Rūkytas lydytas sūrių gaminys su kumpiu 45%,,250g,22.00,,4770299392761
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK,,  ,26.00,,4770299043397
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK,,147g,24.00,,4770299046381
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK su vytintu kumpiu,,126g,22.00,,4770299394208
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK su jalapeno pipirais,,126g,22.00,,4770299394383
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK pikantiškais prieskoniais,,126g,22.00,,4770299393911
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK Kids,,147g,24.00,,4770299390606
,Žemaitijos pienas,Sūrio lazdelės PIK-NIK Kids,,84g,14.00,,4770299391610
,Pieno žvaigždės,Sūrio lazdelės MINI MŪ,,300g,35.00,,4770275046800
,Pieno žvaigždės,Sūrio lazdelės MINI MŪ,,150g,20.00,,4770275046794
,Pieno žvaigždės,Sūrio lazdelės SVALIA,,140g,24.00,,4770275048897
,Pieno žvaigždės,Sūrio lazdelės SVALIA,,260g,36.00,,4770275048903
,Pieno žvaigždės,Puskietis fermentinis sūris DVARO 50% rieb.,,240g,25.00,,4770337046021
,Pieno žvaigždės,Puskietis fermentinis sūris DVARO 50% rieb.,,150g,17.00,,4770337046526
,Pieno žvaigždės,Puskietis fermentinis sūris GILDIJA 45% rieb.,,150g,17.00,,4770337046526
,Pieno žvaigždės,Puskietis fermentinis sūris GILDIJA 45% rieb.,,240g,25.00,,4770337046045
,Pieno žvaigždės,Puskietis fermentinis sūris SVALIA 45% rieb.,,150g,17.00,,4770337046809
,Pieno žvaigždės,Puskietis fermentinis sūris BALTIJA 45% rieb.,,150g,17.00,,4770337046809
,Pieno žvaigždės,Puskietis fermentinis sūris BALTIJA 45% rieb.,,240g,25.00,,4770337046038
,Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Gouda” 45% rieb.,"Cheese “Germanto Gouda” fat, semi-dry, sliced 45%",150g,17.00,,4770299046619
,Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Tilsit” 45% rieb.,"Cheese “Germanto Tilsit” fat, semi-dry, sliced 45%",150g,17.00,,4770299393355
,Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Gouda” 45% rieb.,Cheese “Germanto Gouda” 45%,240g,25.00,,4770299041102
,Žemaitijos pienas,Puskietis fermentinis sūris “Germanto Tilsit” 45% rieb.,Cheese “Germanto Tilsit” 45%,240g,25.00,,4770299041065
,Rokiškio pieno gam,"Sūris ROKIŠKIO TILSIT, 48%",,150g,19.00,,4770471046673
,Kelmės pieninė,Lietuviškas varškės sūris 22%,,~400g,135.00,,241132290
,Rivona,Lietuviškas varškės sūris 22%,,~300g,135.00,,259464900
,Rivona,Lietuviškas varškės sūris 22%,,~300g,135.00,,253339900
,Rokiškio pieno gam,Varškės sūris su kmynais 22%,,~300g,135.00,,235142270
,Rokiškio pieno gam,"Varškės sūris SARTŲ SŪRIS, keptas su aštriaisiais prieskoniais, 22%",,~300g,32.00,,233350590
,Pieno žvaigždės,Džiovintas varškės sūris DVARO.20%,,~50-100g,230.00,,2328644500792
,Pieno žvaigždės,477060916203,,~300g,135.00,,232864440
,Pieno žvaigždės,Desertinis varškės sūris PASAKA su želė gabaliukais,,~350g,90.00,,233307340
,Pieno žvaigždės,Desertinis varškės sūris PASAKA su želė gabaliukais ir džiovintais vaisiais,,~350g,90.00,,2351453703337
,Senolių,"Keptas varškės sūris ZANAVYKŲ,22%",,~300g,110.00,,233301110
,Šaliekšnis,"Saldaus pieno sūris, 22% rieb",,~300g,100.00,,2359994102
,Šaliekšnis,Varškės sūris,,~300g,100.00,,2598745001
,Lukšių pieninė,"Sūris LILIPUTAS, puskietis, 50%",,500g,89.00,,4770209046098
,,"Fermentinis sūris KALNŲ, 45%",,500g,60.00,,4770337046533
,Pieno žvaigždės,"Tepamas, Lydytas kremas PANEMUNĖS PIEVOS su kumpiu",,185g,18.00,,4770265046391
,Pieno žvaigždės,"Tepamas, Lydytas kremas PANEMUNĖS PIEVOS su baravykais ir pievagrybiais",,185g,18.00,,4770265046414
,Pieno žvaigždės,"Tepamas, Lydutas kremas PANEMUNĖS PIEVOS su prieskoninėmis žolelėmis",,185g,18.00,,4770265000515
,Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS ""Mildutė""",,175g,16.00,,4770299046213
,Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS su kumpiu",,175g,16.00,,4770299046022
,Žemaitijos pienas,"Tepamas, Lydytas sūrelis  ŽEMAITIJOS su miško grybais",,175g,16.00,,4770299390873
,Pieno žvaigždės,Lydytas sūrio užkandis MILDĖ „Rambyno snack“ Classic 45% rieb.s.m. fas.,,75g,15.00,,4770299394680
,Pieno žvaigždės,Lydytas sūrio užkandis su kumpiu MILDĖ „Rambyno snack“ 45% rieb.s.m fas.,,75g,15.00,,4770299394697
,Pieno žvaigždės,Lydytas sūrio užkandis su kep.svogūnais MILDĖ „Rambyno snack“ Piquant 45% rieb.s.m fas.,,75g,15.00,,
,,MAJONEZAI,,kg,,,EAN code
,Vilniaus majo gam,"Majonezas VILNIUS, 35%",,1 kg,35.00,,4770139201321
,Vilniaus majo gam,Majonezas VILNIUS mėsos,,500g,20.00,,4770139202236
,Vilniaus majo gam,Majonezas VILNIUS,,885g,30.00,,4770139202366
,Kėdainių kons fabr,Majonezas Tradicinis,,1 kg,30.00,,4770583213970
,Kėdainių kons fabr,Majonezas Tradicinis,,430g,16.00,,4770583213550
,Kėdainių kons fabr,Majonezas Provansalio,,430g,16.00,,4770583213727
,Vilniaus majo gam,Majonezas VILNIUS ,,450g,20.00,,4770139201338
,Vilniaus majo gam,Majonezas VILNIUS Provansalio,,450g,20.00,,4770139202281
,Vilniaus majo gam,Majonezas VILNIUS Neriebus,,450g,20.00,,4770139202557
,Vilniaus majo gam,Majonezas VILNIUS su krapais,,250g,12.00,,4770139201031
,Daumantų,Majonezas KARALIŠKAS,,415g,23.00,,4770491214045
,,GRIETINĖ/ GRIETINĖLĖ,,kg,,,EAN code
,Žemaitijos pienas,Grietinė „Žemaitijos“ 30% fas.,,200g,10.00,,4770299042130
,Pieno žvaigždės,Grietinė “Mū” 30%,,200g,12.00,,4770265044038
,Sanitex,"Grietinėlė MARGĖ, 12%",,250g,12.00,,4771459046494
,,PIENAS/KEFYRAS,,kg,,,EAN code
,Pieno žvaigždės,"Pienas MŪ, 3,5%",,1L,12.00,,4770265041259
,Pieno žvaigždės,"Pienas DVARO 3,5%",,1L,12.00,,4770265041426
,UVT,"Pienas MARGĖ 3,2%",,1L,12.00,,4771459041406
,Pieno žvaigždės,"Kefyras 2,5% „Žemaitijos“",,500g,10.00,,4770299042017
,Pieno žvaigždės,"Kefyras 2,5% „Žemaitijos“",,1 L,16.00,,4770299042086
,Pieno žvaigždės,"Kefyras “Dvaro”, 3,2%",,1L,15.00,,4770265042911
,Pieno žvaigždės,"Kefyras “Dvaro”, 3,2%",,500ml,10.00,,4770265047206
,Pieno žvaigždės,"Šaltibarščių rūgpienis “Dvaro”, 6%",,1 kg,14.00,,4770275043748
,Pieno žvaigždės,Riaženka rauginto pieno gėrimas,,500g,12.00,,4770265042775
,,SVIESTAS,,kg,,,EAN code
,Pieno žvaigždės,"Sviestas DVARO, 82%",,200g,19.00,,4770275045216
,Pieno žvaigždės,"Raugintos grietinėlės sviestas SMETONIŠKAS, 82%",,250g,22.00,,4770275045339
,Pieno žvaigždės,"Riebalų mišinys “Venta”, 75%",,200g,16.00,,4770275045032
,Pieno žvaigždės,Sviestas Žemaitijos 82 % (fasuotas),,200g,19.00,,4770299045186
,,MARGARINAS,,kg,,,EAN code
,Viln Marg. Gamykla,Margarinas “Vilnius” skanumas,,400g,20.00,,4771050157636
,Viln Marg. Gamykla,Margarinas “Vilnius” šviežumas,,400g,20.00,,4771050157841
,Viln Marg. Gamykla,Margarinas “Vilnius” sūresnis,,400g,20.00,,4771050157575
,Viln Marg. Gamykla,Margarinas “Vilnius” lengvumas,,400g,20.00,,4771050157698
,Viln Marg. Gamykla,Margarinas “Vilnius” su sviestu,,400g,20.00,,4771050158015
,ŽUVIES GAMINIAI,,,,,,
,,SILKĖ,,kg,,,EAN code
,Viči,Tradicinė Atlantinių silkių filė aliejuje,,240gr,23.00,,4770190035781
,Viči,Tradicinė Atlantinių silkių filė aliejuje,,400g,36.00,,4770190350310
,Viči,Marinuota silkiu filė aliejuje,,240gr,23.00,,4770190035811
,Viči,Marinuota silkiu filė aliejuje,,400g,36.00,,4770190375443
,Viči,Rausvoji šaltai rūkyta silkių filė aliejuje,,240gr,23.00,,4770190035903
,Viči,Dūmų skonio silkių filė aliejuje,,240gr,23.00,,4770190035798
,Viči,Marinuota silkių filė su prieskoniniu užpilu,,250g,24.00,,4770190044967
,Viči,Marinuota silkių filė su gaiviuoju užpilu,,250g,24.00,,4770190044974
,Viči,"Silkių filė su krapais aliej. ""Pavasaris""",,200g,20.00,,
,Norvelita,Kaimiska Atlantiniu silkiu file,,240g,15.00,,4770486165079
,Desė,Silkių filė “Eglutė”,,300g,23.00,,4770875164270
,Desė,Sūdyta silkių filė su pievagrybiais ir daržovėmis majonezo padaže,,300g,22.00,,4770875164102
,Desė,Sūdyta silkių filė su burokėliais ir kitomis daržovėmis majonezo padaže,,300g,22.00,,4770875164126
,Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” su prieskoniais,,250g,27.00,,4810168000066
,Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” Original,,250g,27.00,,4810168000011
,Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” Provanso,,250g,27.00,,4810168002220
,Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” dūmų skonio,,250g,27.00,,4810168000103
,Santa Bremor,Silpnai sūdyta delikatesinė silkių filė “Matje” su žalumynais,,250g,27.00,,4810168010607
,Sanitex,Silpnai sūdyta silkių filė “Škuna” su prieskoniai ir su oda,,180g,23.00,,4810168025083
,Sanitex,Silpnai sūdyta silkių filė “Škuna” su oda,,180g,23.00,,4810168009373
,Edega,"Silkių filė ""Šventinė""",,1kg,66.00,,4770432199875
,ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje su dūmo skonio aromatu",,240g,22.00,,4770221164121
,ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje mažai sūdyta",,240g,22.00,,4770221164114
,ICECO,"Silkių filė ""Zigmas"" Klasikinė, aliejuje mažai sūdyta",,1kg,66.00,,4770221165579
,Viči,Silkių gabaliukai su keptais svogūnais,,200g,20.00,,4770190087759
,Viči,Silkių gabaliukai su keptom sėklom,,200g,20.00,,
,Viči,"Silkių filė su svogūnais aliej. ""Žiema""",,200g,20.00,,4770190352925
,Viči,Silkių gabaliukai su džiovintais baravykais,,200g,24.00,,4770190087797
,Viči,"Marin. silkių filė sukt.su al.,su kons.agurk.",,200g,24.00,,
,Viči,Atlantinių silkių salotos su burokėliais ,Atlantic herrring fillet & red beets,400g,24.00,,4770190065481
,Viči,Silkių salotos su daržovėmis,Herring salad with stewed vegetables,150g,12.00,,4770190350563
,Viči,Silkių salotos su bilvėmis,Potato and herring salad,400g,18.00,,4770190065504
,,Sūdyta silkė su galva (kibiras 4kg),,4kg,200.00,,
,Grundalas,"Atlanto silkė su galva, spacialaus sūdymo (metalinis indas)",,"1,3kg",65.00,,4770594206770
,Edega,Sūdyta silkė su galva (plast indas),,"1,3kg",65.00,,4770432002250
,ICECO,"Sūdytos Atlantinės silkės ""Zigmas"" be galvų su prieskoniais","Salted herring (gutted, head off) with spices","1,3kg",60.00,,4770221362022
,,Silkė su galva iš kibiro,,~250g,20.00,,
,,SUKTINUKAI,ROLLMOPS,kg,,,EAN code
,Viči,Silkių filė suktinukai su konservuotais agurkais aliejuje (su cukrumi ir saldiklių),Herring fillet rolls with cucumbers,200g,27.00,,4770190351089
,Edega,Kepti žuvies kukuliai su pomidorų padažu (su cukrumi),,320g,24.00,,4770432007019
,,SKUMBRĖ,MACKEREL,kg,,,EAN code
,Viči,H.s.mackerel fill.with pep.vac,,200g,27.00,,
,,KRABŲ LAZDELĖS,,kg,,,EAN code
,Viči,Krabų lazdelės,,300g,29.00,,4770190037082
,Viči,Krabų lazdelės,,150g,18.00,,4770190036115
,Viči,"VICI ""Snowcrab"" VAC atšald. surimi lazd. 24x150g",,150g,20.00,,
,Viči,VICI VAC atšaldytos lazdelės iš surimio 20x150g,,150g,17.00,,
,Viči,VICI VAC atšaldytos surimi lazdelės 20x300g,,300g,29.00,,
,Viči,VICI VAC atšaldytos surimi lazd+padaž 12x(75g+20g),,75g,10.00,,
,Viči,VICI atšald.surimi lazd. + majon. 6x(180+30g),,180g,18.00,,
,Viči,Krabų lazdelių salotos su daržovėmis,Vegetables and surimi salad,400g,18.00,,4770190065528
,,KONSERVUOTA ŽUVIS,,kg,,,EAN code
,Brivais Vilnis,Šprotai aliejuje,,240g,21.00,,4750616001668
,Brivais Vilnis,Šprotai aliejuje,,112g,12.00,,4750616000135
,LOSOS,Menkių kepenėlės savo sultyse,,115g,11.00,,5901069001531
,Saldus galas komb,Silkės saco sultyse su aliejumi,,240g,21.00,,4750398900159
,Saldus galas komb,Šprotai apkepti aliejuje,,240g,21.00,,4750398642240
,,RŪKYTA ŽŪVIS,DRIED FISH,Kg,"Price, DKK",,EAN code
,Viči,Šaltai rūkyrtos paprastosios stintenės su galvomis,,300g,29.00,,4770190051651
,Viči,"Šaltai rūkyta skumbrė ""PREMIUS"", be galvos, vakuume","Cold smoked mackerel “PREMIUM”, without head, in vacuum",~350g,100.00,,2354568103
,,"Šaltai rūkyta sveriama skumbrė, be galvos","Cold smoked mackerel on weight, without head",~ 150g,100.00,,
,,SVERIAMA ŽUVIS,FISH PER KG,Kg,"Price, DKK",,EAN code
,,Europinė stinta (švieži),,kg,90.00,,
,,Karšio išklotinė (karštai rūkyta) didelė su ikrais,,kg,120.00,,
,,Didysis Jūros ešerys (karštai rūkytas,,kg,130.00,,
,,Argentininiai trumpap. kalmarai (karštai rūkyti),,kg,220.00,,
,,Argentininė Jūros lydeka (karštai rūkyta),,kg,100.00,,
,,Atlantinės skumbrės išklotinė (karštai rūkyta),,kg,100.00,,
,,Europinės stintos (karštai rūkytos),,kg,120.00,,
,,Atlantinė skumbrė (šaltai rūkyta),,kg,100.00,,
,,Strimėlė (karštai rukyta),,kg,70.00,,
,,Lašišos juostelės (vytintos),,kg,170.00,,
,,Plekšnė skruorta (vytinta),,kg,120.00,,
,,Jūros ešerys skruostas (vytintas),,kg,180.00,,
,,Žiobris (vytintas),,kg,120.00,,
,,Menkės filė (vytinta),,kg,200.00,,
,,Menkė (vytinta),,kg,150.00,,
,,IKRAI,,kg,,,EAN code
,Silver Fish,Sumuštiniams IKRAI juodieji,,100g,22.00,,4751001390022
,Silver Fish,Sumuštiniams IKRAI rauduonieji,,100g,22.00,,
